ID,peak_value,dis2peak,板温,现场温度,光照强度,转换效率,转换效率A,转换效率B,转换效率C,电压A,电压B,电压C,电流A,电流B,电流C,功率A,std_power,mean_power,功率B,功率C,平均功率,风速,风向,发电量
13556,4706.28,12,34.28,27.3,600,20.61,20.82,19.98,21.02,602.0,597.0,597.0,6.78,6.56,6.9,4081.56,1413.750733996813,3945.8891666666664,3916.32,4119.3,4039.06,6.8,264.0,8.639046182000001
13557,4706.28,13,34.24,27.5,603,18.73,18.68,18.28,19.25,603.0,602.0,596.0,6.1,5.98,6.36,3678.3,1412.0282007148658,3926.636777777778,3599.96,3790.56,3689.61,5.1,274.0,7.541682732999999
13559,4706.28,15,33.87,27.5,542,19.18,19.34,18.59,19.62,604.0,603.0,602.0,5.66,5.45,5.76,3418.64,1443.2042320950954,3868.1148333333335,3286.35,3467.52,3390.84,6.1,248.0,7.0226548960000015
13560,4706.28,16,33.47,27.6,505,19.88,20.64,19.02,19.98,606.0,605.0,603.0,5.6,5.17,5.45,3393.6,1439.7571592942065,3852.478722222223,3127.85,3286.35,3269.27,5.5,271.0,6.715011406
13562,4706.28,18,33.47,27.5,468,19.15,19.09,19.07,19.28,606.0,603.0,601.0,4.8,4.82,4.89,2908.8,1460.7387399756178,3811.8166666666666,2906.46,2938.89,2918.05,6.7,265.0,6.284093959
13567,4706.28,23,29.78,27.3,317,17.33,16.0,17.92,18.07,612.0,612.0,611.0,2.66,2.98,3.01,1627.92,1488.963618265063,3688.299111111111,1823.76,1839.11,1763.6,6.6,273.0,3.442812685
13568,4706.28,24,29.58,27.1,283,17.37,17.74,16.46,17.9,610.0,605.0,611.0,2.64,2.47,2.66,1610.4,1463.7037479410044,3666.8711111111115,1494.35,1625.26,1576.67,6.6,270.0,3.081163305
13570,4706.28,26,28.45,26.7,182,14.8,14.24,14.35,15.82,600.0,596.0,597.0,1.38,1.4,1.54,828.0,1463.019664317415,3615.7889444444445,834.4,919.38,860.59,7.0,257.0,1.633896346
13571,4706.28,27,27.76,26.8,191,15.54,15.66,14.82,16.15,607.0,605.0,603.0,1.57,1.49,1.63,952.99,1463.6460406556089,3598.576222222222,901.45,982.89,945.78,7.0,280.0,1.682380472
13573,4706.28,29,27.43,26.7,159,16.49,16.77,16.24,16.45,606.0,604.0,603.0,1.4,1.36,1.38,848.4,1459.4353413861718,3547.8445000000006,821.44,832.14,833.99,6.2,250.0,1.624763515
13575,4706.28,31,26.93,26.5,177,13.42,13.78,12.19,14.29,610.0,596.0,604.0,1.27,1.15,1.33,774.7,1453.4168991924112,3491.5505,685.4,803.32,754.47,6.9,262.0,1.434303684
13578,4706.28,34,26.76,26.1,148,15.09,15.02,14.74,15.51,603.0,602.0,597.0,1.17,1.15,1.22,705.51,1467.8950107221806,3388.291388888889,692.3,728.34,708.72,6.9,278.0,1.174051463
13582,4706.28,38,30.6,27.1,412,18.45,18.85,18.48,18.02,616.0,613.0,613.0,4.06,4.0,3.9,2500.96,1391.6389554489022,3325.984357541899,2452.0,2390.7,2447.89,6.9,261.0,4.955287303
13585,4706.28,41,29.93,26.6,306,17.03,16.96,17.72,16.43,615.0,611.0,614.0,2.71,2.85,2.63,1666.65,1346.7434587169703,3233.1788268156424,1741.35,1614.82,1674.27,6.9,278.0,3.351910402
13586,4706.28,42,27.14,26.0,149,16.35,14.75,15.46,18.85,602.0,605.0,599.0,1.16,1.21,1.49,698.32,1359.1954959515847,3198.7410614525133,732.05,892.51,774.29,6.9,284.0,1.333139505
13589,4706.28,45,26.89,25.7,140,15.87,15.74,14.85,17.04,603.0,600.0,601.0,1.16,1.1,1.26,699.48,1326.606675128414,3066.9434636871515,660.0,757.26,705.58,6.9,270.0,1.132776899
13591,4706.28,47,26.66,25.9,257,19.04,20.08,18.01,19.04,620.0,622.0,616.0,2.64,2.36,2.52,1636.8,1315.085956904857,2962.1408938547484,1467.92,1552.32,1552.35,6.9,258.0,2.963025104
13595,4706.28,51,26.58,25.6,110,17.28,17.75,16.14,17.95,601.0,599.0,602.0,1.03,0.94,1.04,619.03,1294.4118768833555,2828.5543016759775,563.06,626.08,602.72,6.9,267.0,0.997916248
13597,4706.28,53,26.26,25.8,299,16.37,17.01,16.76,15.34,622.0,620.0,618.0,2.59,2.56,2.35,1610.98,1261.8372968537167,2749.357374301676,1587.2,1452.3,1550.16,7.2,285.0,3.023000741
13599,4706.28,55,27.62,26.1,275,17.81,18.24,17.8,17.39,619.0,616.0,614.0,2.58,2.53,2.48,1597.02,1227.7439983706847,2644.6090395480223,1558.48,1522.72,1559.41,7.2,270.0,3.025548878
13600,4706.28,56,27.77,26.1,255,17.49,17.78,17.37,17.33,612.0,616.0,612.0,2.36,2.29,2.3,1444.32,1247.4722358112626,2545.2672471910114,1410.64,1407.6,1420.85,7.2,264.0,2.752975908
13603,4706.28,59,26.54,25.8,156,18.37,18.68,18.07,18.34,612.0,608.0,609.0,1.51,1.47,1.49,924.12,1208.1550322950125,2433.534318181818,893.76,907.41,908.43,7.2,275.0,1.670566781
13607,4706.28,63,24.06,24.7,74,16.02,16.02,15.66,16.39,591.0,587.0,586.0,0.63,0.62,0.65,372.33,1150.2948372089043,2248.1663218390804,363.94,380.9,372.39,6.7,278.0,0.649577204
13608,4706.28,64,23.74,24.3,105,14.92,14.29,14.7,15.77,596.0,598.0,597.0,0.79,0.81,0.87,470.84,1151.1982714338435,2190.5701724137934,484.38,519.39,491.54,5.7,275.0,0.93685564
13611,4706.28,67,23.31,23.9,68,19.25,19.72,19.31,18.72,600.0,596.0,595.0,0.7,0.69,0.67,420.0,1107.918290632988,2033.5681502890175,411.24,398.65,409.96,6.3,276.0,0.7456693879999999
13612,4706.28,68,23.14,23.8,65,18.23,18.52,18.04,18.13,598.0,592.0,595.0,0.63,0.62,0.62,376.74,1091.003527396372,1980.479942196532,367.04,368.9,370.89,5.5,300.0,0.743626075
13614,4706.28,70,22.47,23.5,45,17.17,17.1,14.76,19.67,586.0,576.0,588.0,0.41,0.36,0.47,240.26,1071.825224697801,1880.5612280701753,207.36,276.36,241.33,6.2,293.0,0.430054523
13615,4706.28,71,21.91,22.8,25,22.11,21.33,22.92,22.07,573.0,576.0,573.0,0.29,0.31,0.3,166.17,1065.4357825489146,1840.7702339181285,178.56,171.9,172.21,7.2,298.0,0.226740743
13617,4706.28,73,0.01,0.1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1054.0556182110165,1723.026705202312,0.0,0.0,0.0,0.1,1.0,0.379993053
13621,4706.28,77,12.37,10.3,184,20.29,20.73,20.28,19.87,652.0,649.0,651.0,1.76,1.73,1.69,1147.52,982.2772663382145,1518.3693529411764,1122.77,1100.19,1123.49,1.5,239.0,2.504620451
13622,4706.28,78,12.51,10.5,212,19.08,19.0,18.64,19.61,652.0,650.0,652.0,1.86,1.83,1.92,1212.72,965.6048865859522,1472.5120710059173,1189.5,1251.84,1218.02,1.5,187.0,2.7109240710000004
13624,4706.28,80,13.6,10.8,238,20.98,21.39,21.75,19.79,652.0,652.0,653.0,2.36,2.4,2.18,1538.72,944.153660119431,1393.8872392638036,1564.8,1423.54,1509.02,2.0,194.0,3.3046487589999995
13625,4706.28,81,14.14,11.1,265,19.78,20.12,19.97,19.26,651.0,654.0,652.0,2.48,2.45,2.37,1614.48,922.0740851803798,1358.8061249999998,1602.3,1545.24,1587.34,2.0,207.0,3.466704067
13626,3802.27,81,14.43,11.1,273,19.97,20.14,20.09,19.7,651.0,652.0,652.0,2.56,2.55,2.5,1666.56,922.0740851803798,1358.8061249999998,1662.6,1630.0,1653.05,2.2,203.0,3.579838482
13627,3802.27,80,14.91,11.3,283,20.35,20.19,20.64,20.23,650.0,652.0,651.0,2.67,2.72,2.67,1735.5,944.153660119431,1393.8872392638036,1773.44,1738.17,1749.04,1.4,219.0,3.805544436
13629,3802.27,78,16.05,12.0,309,20.31,20.66,19.9,20.36,651.0,651.0,646.0,2.99,2.88,2.97,1946.49,965.6048865859522,1472.5120710059173,1874.88,1918.62,1913.33,2.9,192.0,4.093469645
13630,3802.27,77,16.8,12.3,319,20.28,20.39,19.76,20.69,650.0,649.0,649.0,3.06,2.97,3.11,1989.0,982.2772663382145,1518.3693529411764,1927.53,2018.39,1978.31,2.0,214.0,4.268459226
13633,3802.27,74,17.2,12.7,301,21.31,21.13,21.83,20.97,645.0,647.0,642.0,3.02,3.11,3.01,1947.9,1010.9357026211428,1685.1381176470586,2012.17,1932.42,1964.16,3.2,199.0,4.166199208
13634,3802.27,73,17.01,12.6,327,19.85,19.53,19.72,20.31,645.0,645.0,643.0,3.03,3.06,3.16,1954.35,1054.0556182110165,1723.026705202312,1973.7,2031.88,1986.64,3.2,205.0,4.365629807
13635,3802.27,72,17.43,13.0,314,20.92,21.38,21.11,20.28,645.0,643.0,642.0,3.19,3.16,3.04,2057.55,1058.4229651433948,1788.1521052631579,2031.88,1951.68,2013.7,3.3,189.0,4.296818212
13636,3802.27,71,17.49,13.0,298,21.49,20.94,21.79,21.75,644.0,640.0,643.0,2.97,3.11,3.09,1912.68,1065.4357825489146,1840.7702339181285,1990.4,1986.87,1963.32,5.2,206.0,4.11932466
13637,3802.27,70,17.45,13.0,319,19.7,19.39,19.27,20.45,647.0,643.0,645.0,2.93,2.93,3.1,1895.71,1071.825224697801,1880.5612280701753,1883.99,1999.5,1926.4,2.8,217.0,4.095311008
13639,3802.27,68,18.31,13.6,342,20.45,20.52,19.81,21.01,644.0,643.0,646.0,3.35,3.24,3.42,2157.4,1091.003527396372,1980.479942196532,2083.32,2209.32,2150.01,2.5,215.0,4.580243502
13642,3802.27,65,20.51,14.8,401,20.72,21.12,20.31,20.74,642.0,639.0,638.0,4.09,3.95,4.04,2625.78,1142.0410277200485,2151.247701149425,2524.05,2577.52,2575.78,2.0,206.0,5.484162712000001
13643,3802.27,64,20.89,15.0,417,20.0,20.09,19.9,20.03,642.0,636.0,637.0,4.05,4.05,4.07,2600.1,1151.1982714338435,2190.5701724137934,2575.8,2592.59,2589.5,1.3,228.0,5.531776351
13644,3802.27,63,21.37,15.3,415,20.21,20.23,20.24,20.17,640.0,637.0,635.0,4.08,4.1,4.1,2611.2,1150.2948372089043,2248.1663218390804,2611.7,2603.5,2608.8,2.3,202.0,5.513734822000001
13646,3802.27,61,22.01,15.3,404,20.29,20.62,19.8,20.44,638.0,636.0,634.0,4.07,3.92,4.06,2596.66,1179.1905424381903,2348.9205714285713,2493.12,2574.04,2554.61,3.0,236.0,5.445225839
13647,3802.27,60,22.28,15.8,419,20.23,20.4,20.29,20.0,638.0,636.0,633.0,4.18,4.17,4.13,2666.84,1208.3337893321693,2382.2504545454544,2652.12,2614.29,2644.42,2.4,226.0,5.621516801
13649,3802.27,58,22.14,15.8,413,20.05,19.88,20.13,20.15,637.0,634.0,633.0,4.02,4.09,4.1,2560.74,1209.9699290712447,2528.0393142857138,2593.06,2595.3,2583.03,3.4,198.0,5.427727796
13653,3802.27,54,22.1,15.8,415,20.46,20.33,20.48,20.56,634.0,634.0,632.0,4.15,4.18,4.21,2631.1,1242.913143768829,2686.979213483146,2650.12,2660.72,2647.31,3.1,174.0,5.546496544
13655,3802.27,52,21.99,16.1,474,19.91,19.81,19.73,20.2,639.0,635.0,631.0,4.58,4.59,4.73,2926.62,1281.9759894470787,2779.6948044692735,2914.65,2984.63,2941.97,4.9,237.0,6.19795042
13656,3802.27,51,22.6,16.3,464,20.88,20.73,20.64,21.26,634.0,634.0,629.0,4.74,4.72,4.9,3005.16,1294.4118768833555,2828.5543016759775,2992.48,3082.1,3026.58,3.1,185.0,6.30182483
13657,3802.27,50,23.49,16.4,507,18.63,18.34,17.14,20.41,628.0,629.0,631.0,4.64,4.33,5.14,2913.92,1291.9014935312753,2835.647318435754,2723.57,3243.34,2960.28,2.9,212.0,6.0896177489999985
13660,3802.27,47,23.68,17.2,437,17.78,16.34,17.57,19.43,629.0,629.0,628.0,3.56,3.83,4.24,2239.24,1315.085956904857,2962.1408938547484,2409.07,2662.72,2437.01,4.0,200.0,5.021195857
13669,3802.27,38,24.03,18.4,381,16.88,17.16,15.12,18.34,628.0,624.0,629.0,3.27,2.9,3.49,2053.56,1391.6389554489022,3325.984357541899,1809.6,2195.21,2019.46,4.7,186.0,4.227233721
13670,3802.27,37,23.51,18.2,335,21.09,21.21,21.55,20.51,631.0,627.0,626.0,3.53,3.61,3.44,2227.43,1406.4302434217957,3333.190893854748,2263.47,2153.44,2214.78,5.0,202.0,4.647858669
13671,3802.27,36,23.26,18.2,307,20.67,21.03,20.61,20.38,628.0,629.0,626.0,3.22,3.15,3.13,2022.16,1436.4387494914386,3323.1965000000005,1981.35,1959.38,1987.63,3.8,192.0,4.221942715
13672,3802.27,35,22.87,18.0,305,19.0,17.73,21.5,17.78,631.0,633.0,628.0,2.68,3.24,2.7,1691.08,1437.9953826211895,3372.635833333334,2050.92,1695.6,1812.53,3.7,196.0,3.779326831
13673,3802.27,34,22.76,18.5,485,18.42,18.19,17.49,19.56,637.0,633.0,627.0,4.33,4.19,4.73,2758.21,1467.8950107221806,3388.291388888889,2652.27,2965.71,2792.06,5.5,187.0,5.717988086
13675,3802.27,32,25.16,19.0,471,19.63,19.95,18.76,20.18,628.0,625.0,622.0,4.72,4.46,4.82,2964.16,1449.0633471723113,3473.0386666666664,2787.5,2998.04,2916.57,4.6,165.0,6.052269335
13676,3802.27,31,25.24,19.1,445,20.92,20.98,20.34,21.44,628.0,625.0,622.0,4.69,4.57,4.84,2945.32,1453.4168991924112,3491.5505,2856.25,3010.48,2937.35,4.6,227.0,6.231862377000001
13677,3802.27,30,25.37,19.3,476,19.2,19.24,19.02,19.35,623.0,624.0,620.0,4.64,4.58,4.69,2890.72,1461.5754181044574,3508.030055555555,2857.92,2907.8,2885.48,7.2,198.0,6.104149686
13682,3802.27,25,25.43,19.8,413,19.87,19.46,19.91,20.24,628.0,624.0,627.0,4.04,4.16,4.21,2537.12,1467.2822698016412,3648.4732777777776,2595.84,2639.67,2590.88,4.8,248.0,5.397795459
13683,3802.27,24,25.08,19.9,409,19.21,19.77,18.85,19.01,625.0,625.0,624.0,4.08,3.89,3.93,2550.0,1463.7037479410044,3666.8711111111115,2431.25,2452.32,2477.86,4.0,180.0,5.161738363
13686,3802.27,21,24.26,19.6,496,18.53,19.73,18.14,17.73,629.0,623.0,624.0,4.89,4.54,4.43,3075.81,1477.3120000608747,3711.2814999999996,2828.42,2764.32,2889.52,7.2,180.0,6.017414476
13687,3802.27,20,25.45,19.8,482,20.52,21.08,20.66,19.81,628.0,625.0,623.0,5.11,5.03,4.84,3209.08,1464.9875064959745,3739.397388888889,3143.75,3015.32,3122.72,3.6,250.0,6.560002521
13688,3802.27,19,25.55,19.8,472,19.82,20.53,19.28,19.66,626.0,625.0,625.0,4.89,4.6,4.69,3061.14,1488.2322469412875,3742.6334444444446,2875.0,2931.25,2955.8,3.4,174.0,6.160063455
13689,3802.27,18,25.64,19.9,383,22.91,24.08,23.45,21.21,624.0,621.0,623.0,4.67,4.57,4.12,2914.08,1460.7387399756178,3811.8166666666666,2837.97,2566.76,2772.94,5.2,172.0,5.81901136
13691,3802.27,16,25.33,20.2,538,18.71,17.86,18.18,20.08,628.0,625.0,621.0,4.83,4.94,5.49,3033.24,1439.7571592942065,3852.478722222223,3087.5,3409.29,3176.68,4.9,194.0,6.50813743
13694,3802.27,13,26.91,21.0,508,20.46,20.4,20.73,20.24,622.0,617.0,617.0,5.29,5.42,5.29,3290.38,1412.0282007148658,3926.636777777778,3344.14,3263.93,3299.48,4.6,205.0,6.882573934
13696,3802.27,11,27.45,21.1,656,17.81,17.53,16.29,19.63,620.0,617.0,616.0,5.9,5.51,6.65,3658.0,1442.0153944211356,3959.901888888888,3399.67,4096.4,3718.02,5.9,184.0,7.818388324
13703,3802.27,4,30.28,22.1,625,19.85,19.67,19.57,20.3,614.0,609.0,609.0,6.44,6.46,6.7,3954.16,1352.231893979354,4148.84635359116,3934.14,4080.3,3989.53,3.7,285.0,8.240971301
13704,3802.27,3,30.53,22.6,622,19.35,18.89,19.16,20.01,611.0,606.0,609.0,6.19,6.33,6.58,3782.09,1372.2108293945319,4161.931783783783,3835.98,4007.22,3875.1,4.4,237.0,8.066087519
13705,3802.27,2,30.78,22.8,615,19.81,19.85,19.72,19.85,610.0,607.0,608.0,6.45,6.44,6.47,3934.5,1362.5665293465029,4175.943937823834,3909.08,3933.76,3925.78,2.3,224.0,8.133379703
13706,3802.27,1,31.14,23.0,601,19.91,19.75,19.72,20.25,608.0,607.0,607.0,6.3,6.3,6.47,3830.4,1336.9732753166056,4159.314628099173,3824.1,3927.29,3860.6,6.0,175.0,8.263392205
13707,3802.27,0,31.08,22.8,602,19.58,19.47,19.57,19.69,610.0,610.0,609.0,6.2,6.23,6.28,3782.0,1226.4210476885603,4330.038222222223,3800.3,3824.52,3802.27,5.6,223.0,8.085371347
13709,4023.29,1,30.72,22.6,660,19.14,18.87,18.78,19.75,609.0,607.0,606.0,6.59,6.58,6.93,4013.31,1336.9732753166056,4159.314628099173,3994.06,4199.58,4068.98,4.7,227.0,8.535092599
13710,4023.29,2,31.14,22.8,594,20.37,19.7,21.31,20.11,612.0,606.0,607.0,6.17,6.74,6.35,3776.04,1362.5665293465029,4175.943937823834,4084.44,3854.45,3904.98,4.7,222.0,8.555695487000001
13712,4023.29,4,30.39,22.5,549,19.93,20.16,19.79,19.86,615.0,610.0,609.0,5.79,5.73,5.76,3560.85,1352.231893979354,4148.84635359116,3495.3,3507.84,3521.33,5.0,261.0,7.427185946
13713,4023.29,5,29.95,22.4,529,20.14,20.27,19.88,20.28,614.0,612.0,610.0,5.61,5.52,5.65,3444.54,1384.2806399189194,4100.216333333333,3378.24,3446.5,3423.09,3.7,230.0,7.133216209
13716,4023.29,8,29.7,22.3,537,19.16,20.02,18.38,19.07,614.0,615.0,613.0,5.62,5.15,5.36,3450.68,1429.5956597563988,4014.016333333333,3167.25,3285.68,3301.2,6.6,250.0,7.024852494
13717,4023.29,9,29.79,22.1,548,18.86,19.16,18.01,19.4,615.0,613.0,615.0,5.48,5.17,5.55,3370.2,1419.5559337023128,3992.315000000001,3169.21,3413.25,3317.55,6.1,263.0,7.011821974
13720,4023.29,12,29.3,22.4,512,18.99,19.52,18.64,18.82,617.0,614.0,615.0,5.19,4.98,5.02,3202.23,1413.750733996813,3945.8891666666664,3057.72,3087.3,3115.75,6.1,230.0,6.630011821
13721,4023.29,13,29.22,22.3,503,19.2,18.96,18.7,19.93,616.0,615.0,614.0,4.96,4.9,5.23,3055.36,1412.0282007148658,3926.636777777778,3013.5,3211.22,3093.36,6.2,235.0,6.715366217000001
13726,4023.29,18,30.22,22.5,449,20.73,22.43,21.93,17.83,611.0,610.0,610.0,5.3,5.19,4.22,3238.3,1460.7387399756178,3811.8166666666666,3165.9,2574.2,2992.8,5.7,208.0,6.4059605710000005
13727,4023.29,19,29.01,22.6,422,18.35,17.61,19.12,18.34,613.0,612.0,610.0,3.88,4.22,4.06,2378.44,1488.2322469412875,3742.6334444444446,2582.64,2476.6,2479.23,4.5,257.0,5.141242354
13729,4023.29,21,27.05,22.2,277,22.5,22.73,22.37,22.4,623.0,617.0,618.0,3.21,3.19,3.19,1999.83,1477.3120000608747,3711.2814999999996,1968.23,1971.42,1979.83,6.5,276.0,4.127579193
13732,4023.29,24,25.53,22.3,293,19.26,20.19,18.53,19.06,623.0,619.0,621.0,3.0,2.77,2.84,1869.0,1463.7037479410044,3666.8711111111115,1714.63,1763.64,1782.42,6.4,208.0,3.620521708
13734,4023.29,26,25.54,22.6,289,20.31,21.7,20.48,18.75,621.0,619.0,618.0,3.19,3.02,2.77,1980.99,1463.019664317415,3615.7889444444445,1869.38,1711.86,1854.08,3.4,212.0,3.98361034
13735,4023.29,27,25.64,22.6,302,18.51,18.34,18.12,19.07,623.0,622.0,621.0,2.81,2.78,2.93,1750.63,1463.6460406556089,3598.576222222222,1729.16,1819.53,1766.44,3.6,263.0,3.705981454
13736,4023.29,28,25.49,22.6,295,19.55,20.96,19.2,18.5,622.0,621.0,620.0,3.14,2.88,2.78,1953.08,1451.1909671813623,3586.3070000000002,1788.48,1723.6,1821.72,3.9,273.0,3.906430626
13741,4023.29,33,26.83,23.3,549,19.55,17.77,20.31,20.57,628.0,623.0,617.0,4.93,5.68,5.81,3096.04,1475.6605631270131,3426.638333333333,3538.64,3584.77,3406.48,2.6,256.0,5.179986479
13743,4023.29,35,30.2,23.9,588,18.76,17.5,18.91,19.87,615.0,610.0,611.0,5.38,5.86,6.15,3308.7,1437.9953826211895,3372.635833333334,3574.6,3757.65,3546.98,6.1,228.0,7.446189503999999
13744,4023.29,36,30.51,24.0,549,20.55,20.67,20.64,20.33,614.0,609.0,606.0,5.95,5.99,5.93,3653.3,1436.4387494914386,3323.1965000000005,3647.91,3593.58,3631.6,2.3,198.0,7.531009121
13747,4023.29,39,30.35,23.8,527,19.27,19.24,19.2,19.36,612.0,613.0,608.0,5.33,5.31,5.4,3261.96,1372.1183001192944,3317.7831843575423,3255.03,3283.2,3266.73,3.3,249.0,6.711131413
13749,4023.29,41,30.56,23.8,471,18.12,18.22,16.71,19.43,614.0,612.0,605.0,4.5,4.14,4.87,2763.0,1346.7434587169703,3233.1788268156424,2533.68,2946.35,2747.68,4.4,221.0,5.613720925
13750,4023.29,42,30.02,24.2,557,16.3,15.47,15.75,17.68,614.0,614.0,612.0,4.51,4.59,5.17,2769.14,1359.1954959515847,3198.7410614525133,2818.26,3164.04,2917.15,4.3,208.0,5.8113750170000005
13751,4023.29,43,30.41,24.3,530,20.25,19.18,20.81,20.75,616.0,611.0,609.0,5.31,5.81,5.81,3270.96,1337.889742117092,3170.28592178771,3549.91,3538.29,3453.05,5.6,257.0,7.210206274
13754,4023.29,46,29.47,24.0,427,20.13,20.0,20.21,20.19,618.0,615.0,617.0,4.43,4.5,4.48,2737.74,1316.1916454124116,3019.499553072626,2767.5,2764.16,2756.47,5.5,243.0,5.699663123
13755,4023.29,47,29.51,24.0,436,21.38,24.76,21.88,17.52,617.0,613.0,614.0,5.61,4.99,3.99,3461.37,1315.085956904857,2962.1408938547484,3058.87,2449.86,2990.03,5.6,234.0,6.4381096310000006
13760,4023.29,52,28.87,24.2,428,18.3,18.49,18.09,18.33,619.0,616.0,615.0,4.09,4.02,4.08,2531.71,1281.9759894470787,2779.6948044692735,2476.32,2509.2,2505.74,4.3,245.0,5.14553921
13762,4023.29,54,27.91,24.0,417,17.86,19.98,18.65,14.95,622.0,615.0,619.0,4.27,4.03,3.21,2655.94,1242.913143768829,2686.979213483146,2478.45,1986.99,2373.79,5.9,241.0,4.980853281
13765,4023.29,57,28.76,24.3,375,21.27,21.78,20.6,21.42,616.0,616.0,616.0,4.24,4.01,4.17,2611.84,1232.0370089986584,2546.793446327684,2470.16,2568.72,2550.24,3.6,205.0,5.256759967
13768,4023.29,60,29.35,24.8,455,18.8,19.03,18.47,18.88,614.0,615.0,616.0,4.52,4.38,4.47,2775.28,1208.3337893321693,2382.2504545454544,2693.7,2753.52,2740.83,4.5,252.0,5.5969355620000005
13771,4023.29,63,28.76,25.1,425,17.87,18.67,16.09,18.84,619.0,616.0,614.0,4.1,3.55,4.17,2537.9,1150.2948372089043,2248.1663218390804,2186.8,2560.38,2428.36,5.2,251.0,4.896537905
13772,4023.29,64,29.04,25.2,410,18.77,19.01,18.7,18.62,619.0,615.0,614.0,4.03,3.99,3.98,2494.57,1151.1982714338435,2190.5701724137934,2453.85,2443.72,2464.05,5.2,262.0,5.061333428999999
13773,4023.29,65,28.99,25.1,409,18.43,18.51,18.09,18.7,615.0,615.0,615.0,3.94,3.85,3.98,2423.1,1142.0410277200485,2151.247701149425,2367.75,2447.7,2412.85,5.1,286.0,4.909633181
13776,4023.29,68,28.89,25.0,380,18.27,18.95,18.22,17.65,616.0,617.0,613.0,3.74,3.59,3.5,2303.84,1091.003527396372,1980.479942196532,2215.03,2145.5,2221.46,2.6,262.0,4.739961094
13777,4023.29,69,28.55,25.1,376,18.05,18.16,17.95,18.04,618.0,616.0,614.0,3.53,3.5,3.53,2181.54,1087.688338794633,1920.8887283236995,2156.0,2167.42,2168.32,5.6,264.0,4.400606202
13778,4023.29,70,28.76,25.0,369,17.5,18.43,16.18,17.88,616.0,614.0,617.0,3.53,3.11,3.42,2174.48,1071.825224697801,1880.5612280701753,1909.54,2110.14,2064.72,3.3,237.0,4.360829721
13779,4023.29,71,28.47,25.0,368,17.98,18.27,17.85,17.82,619.0,617.0,616.0,3.47,3.4,3.4,2147.93,1065.4357825489146,1840.7702339181285,2097.8,2094.4,2113.38,5.8,231.0,4.270585868
13781,4023.29,73,28.2,24.8,343,18.16,18.61,18.07,17.81,621.0,616.0,613.0,3.28,3.21,3.18,2036.88,1054.0556182110165,1723.026705202312,1977.36,1949.34,1987.86,5.8,176.0,3.930210139
13782,4023.29,74,28.1,24.6,340,17.82,18.18,17.61,17.66,618.0,616.0,612.0,3.19,3.1,3.13,1971.42,1010.9357026211428,1685.1381176470586,1909.6,1915.56,1932.19,6.0,235.0,3.914648639
13784,4023.29,76,27.89,25.0,309,18.1,18.86,18.29,17.15,617.0,617.0,614.0,3.01,2.92,2.75,1857.17,998.1600989981908,1537.4491812865494,1801.64,1688.5,1782.44,4.2,244.0,3.745082858
13786,4023.29,78,27.85,24.9,292,18.81,19.29,18.54,18.6,619.0,616.0,616.0,2.9,2.8,2.81,1795.1,965.6048865859522,1472.5120710059173,1724.8,1730.96,1750.29,5.8,199.0,3.508815831
13790,4023.29,82,26.81,24.6,227,17.15,17.64,17.04,16.76,617.0,614.0,610.0,2.06,2.0,1.98,1271.02,916.8329723268387,1298.1935443037976,1228.0,1207.8,1235.61,2.3,211.0,2.844126264
13794,4023.29,86,26.31,24.7,216,18.93,19.06,18.99,18.75,618.0,616.0,614.0,2.11,2.11,2.09,1303.98,834.6584742803808,1190.9323776223778,1299.76,1283.26,1295.67,3.8,234.0,2.739424726
13795,4023.29,87,26.29,24.6,177,20.63,22.74,20.34,18.79,619.0,610.0,609.0,2.06,1.87,1.73,1275.14,813.6162673248905,1166.5745588235295,1140.7,1053.57,1156.47,3.2,261.0,2.648776221
13796,4023.29,88,26.03,24.6,157,18.25,18.57,18.17,18.02,611.0,606.0,605.0,1.51,1.49,1.48,922.61,795.386768364036,1152.9797727272728,902.94,895.4,906.98,6.1,250.0,1.792378616
13798,4023.29,90,25.24,24.6,225,12.09,10.19,11.29,14.79,608.0,612.0,614.0,1.19,1.31,1.71,723.52,745.1047413931517,1113.3253333333334,801.72,1049.94,858.39,4.7,264.0,1.698433709
13800,4023.29,92,25.64,24.8,211,16.52,17.09,15.88,16.58,616.0,612.0,614.0,1.85,1.73,1.8,1139.6,735.9406693453319,981.8633620689654,1058.76,1105.2,1101.19,3.4,248.0,2.432503682
13801,4023.29,93,25.64,24.8,149,18.44,19.21,18.11,18.02,611.0,609.0,606.0,1.48,1.4,1.4,904.28,695.2750088371425,965.598392857143,852.6,848.4,868.43,3.1,218.0,1.997098458
13806,4023.29,98,25.26,24.8,140,15.31,15.5,15.14,15.29,606.0,608.0,603.0,1.13,1.1,1.12,684.78,602.6666565339326,842.8478571428572,668.8,675.36,676.31,4.2,212.0,1.48719827
13807,4023.29,99,25.26,25.0,153,16.2,16.09,16.07,16.44,607.0,606.0,606.0,1.28,1.28,1.31,776.96,570.6716329295738,815.0771794871794,775.68,793.86,782.17,4.5,230.0,1.6332476880000002
13809,4023.29,101,25.18,25.1,105,17.45,18.45,17.11,16.79,605.0,603.0,598.0,1.01,0.94,0.93,611.05,593.2838670220802,800.5264285714286,566.82,556.14,578.0,2.8,256.0,1.4612917680000002
